OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,ShapeSTArea,ShapeSTLength
1601,24,003,731103,24003731103,7311.03,Census Tract,G5020,S,8562084,0,+39.0343178,-076.4946333,14210319.90625,20290.1708205952
1602,24,003,707001,24003707001,7070.01,Census Tract,G5020,S,27326340,9371758,+38.8202066,-076.5292506,60554172.5976562,42477.5330573364
1603,24,003,740800,24003740800,7408,Census Tract,G5020,S,20233325,25677,+39.0673318,-076.6638310,33647893.71875,25987.0177542666
1604,24,003,702402,24003702402,7024.02,Census Tract,G5020,S,12298630,1106722,+38.9765291,-076.5659981,22214286.7851562,24265.6536785474
1605,24,003,731303,24003731303,7313.03,Census Tract,G5020,S,18296910,19467650,+39.0992681,-076.4535079,62787463.4648438,39959.8798761477
1606,24,003,730603,24003730603,7306.03,Census Tract,G5020,S,6409686,3175,+39.1048810,-076.5850585,10664792.9453125,14996.0718900412
1607,24,003,730601,24003730601,7306.01,Census Tract,G5020,S,8249463,453014,+39.0992558,-076.6125962,14468608.09375,18616.9188798263
1608,24,003,730902,24003730902,7309.02,Census Tract,G5020,S,15485423,4955957,+39.0072068,-076.4432215,33904069.9492188,30470.0491083018
1609,24,003,706600,24003706600,7066,Census Tract,G5020,S,4048672,728010,+38.9882320,-076.5105433,7917338.24609375,15296.1138889957
1610,24,003,706500,24003706500,7065,Census Tract,G5020,S,2882684,54878,+38.9729760,-076.5223790,4867314.5546875,14013.2654914474
1611,24,003,741000,24003741000,7410,Census Tract,G5020,S,15957925,0,+39.0962163,-076.6543558,26531160.5234375,27698.8749043775
1612,24,003,702500,24003702500,7025,Census Tract,G5020,S,7344772,2848979,+38.9622200,-076.5264133,16882001.6132812,17254.0537143604
1613,24,003,707002,24003707002,7070.02,Census Tract,G5020,S,10955645,3896639,+38.7860912,-076.5407083,24483422.734375,24701.6715992988
1614,24,003,740203,24003740203,7402.03,Census Tract,G5020,S,9296447,0,+39.1210437,-076.6670415,15466798.9296875,19408.8345691488
1615,24,003,701400,24003701400,7014,Census Tract,G5020,S,55165320,7822908,+38.8723250,-076.5724290,104062564.988281,47733.6044730193
1616,24,003,751102,24003751102,7511.02,Census Tract,G5020,S,8405793,951838,+39.1925013,-076.5947761,15600237.53125,17161.5872352819
1617,24,005,430400,24005430400,4304,Census Tract,G5020,S,7200660,1892,+39.2463617,-076.6781780,12025906.8085938,14631.6661556363
1618,24,003,731307,24003731307,7313.07,Census Tract,G5020,S,6270103,25298,+39.1270648,-076.5071026,10475371.8320312,16845.6725657041
1619,24,003,750804,24003750804,7508.04,Census Tract,G5020,S,3134528,21763,+39.1815368,-076.6226780,5260494.12109375,13418.3994610092
1620,24,003,701101,24003701101,7011.01,Census Tract,G5020,S,7328681,1191220,+38.9420308,-076.5686167,14103203.1875,15715.5997179591
1621,24,005,491202,24005491202,4912.02,Census Tract,G5020,S,762748,0,+39.3902908,-076.5756967,1278705.75,5141.31243307024
1622,24,005,491300,24005491300,4913,Census Tract,G5020,S,1913685,0,+39.3834398,-076.5853967,3207581.078125,8433.12888900617
1623,24,031,701221,24031701221,7012.21,Census Tract,G5020,S,2743976,6386,+39.0876330,-077.2037745,4571524.8828125,8383.98086760591
1624,24,027,601105,24027601105,6011.05,Census Tract,G5020,S,3187187,8690,+39.2231108,-076.8008117,5332057.41015625,10343.9321196367
1625,24,027,606706,24027606706,6067.06,Census Tract,G5020,S,3936242,2028,+39.1925079,-076.8022016,6565612.359375,12574.3723354424
1626,24,027,601107,24027601107,6011.07,Census Tract,G5020,S,1339238,0,+39.1897017,-076.7864024,2232454.44140625,6919.76861137602
1627,24,003,702100,24003702100,7021,Census Tract,G5020,S,22552043,4706546,+39.0477861,-076.5998868,45262397.4648438,31763.445084713
1628,24,021,752502,24021752502,7525.02,Census Tract,G5020,S,45040786,1513347,+39.3247563,-077.5454082,77906343.4140625,42271.1919982751
1629,24,021,751003,24021751003,7510.03,Census Tract,G5020,S,14156380,33282,+39.3871801,-077.3961940,23785703.640625,26522.1350687672
1630,24,021,751201,24021751201,7512.01,Census Tract,G5020,S,8139071,0,+39.4521276,-077.4266399,13668837.0546875,19617.1370097125
1631,24,021,750506,24021750506,7505.06,Census Tract,G5020,S,4681288,3026,+39.4140488,-077.4637271,7858285.09375,15073.7060644095
1632,24,021,751301,24021751301,7513.01,Census Tract,G5020,S,46013965,282383,+39.5006996,-077.4670894,77845272.4648438,52559.2735219981
1633,24,021,751203,24021751203,7512.03,Census Tract,G5020,S,15381665,7269,+39.4461141,-077.4725942,25839995.5703125,25651.8171659101
1634,24,021,751004,24021751004,7510.04,Census Tract,G5020,S,13972646,8734,+39.3961113,-077.4700084,23440059.6835938,27975.5638710608
1635,24,021,752603,24021752603,7526.03,Census Tract,G5020,S,8988091,39964,+39.4427461,-077.5105935,15153451.1953125,20505.2046756553
1636,24,021,752501,24021752501,7525.01,Census Tract,G5020,S,79374034,426739,+39.3995827,-077.5868720,133803029.796875,67472.1023774006
1637,24,021,752602,24021752602,7526.02,Census Tract,G5020,S,23699346,107829,+39.4106761,-077.5184053,39933066.6601562,39219.9054996681
1638,24,021,752601,24021752601,7526.01,Census Tract,G5020,S,11446878,42980,+39.4567413,-077.5181143,19293017.1132812,23056.9735810973
1639,24,021,752802,24021752802,7528.02,Census Tract,G5020,S,57342711,56696,+39.5384807,-077.5802262,96633984.1132812,61934.4119752057
1640,24,021,752201,24021752201,7522.01,Census Tract,G5020,S,75562914,1550404,+39.2908367,-077.3971148,128914139.164062,60003.9764199514
1641,24,021,751904,24021751904,7519.04,Census Tract,G5020,S,22457127,259183,+39.3781197,-077.3459482,38070456.0703125,28163.0335003205
1642,24,021,751702,24021751702,7517.02,Census Tract,G5020,S,81355670,91271,+39.4723055,-077.2091951,136886555.800781,65885.421506804
1643,24,021,751801,24021751801,7518.01,Census Tract,G5020,S,27128097,42428,+39.4104487,-077.2648269,45576329.671875,37883.5968310424
1644,24,003,702300,24003702300,7023,Census Tract,G5020,S,40678610,993113,+38.9721265,-076.6535183,69034665.1914062,39992.8224636583
1645,24,003,702602,24003702602,7026.02,Census Tract,G5020,S,8028601,5344065,+38.9295692,-076.4717492,22130007.2773438,23660.6668284148
1646,24,003,750801,24003750801,7508.01,Census Tract,G5020,S,5054080,0,+39.1838052,-076.6424084,8423524.37109375,13505.787141303
1647,24,003,740103,24003740103,7401.03,Census Tract,G5020,S,6104739,0,+39.1451374,-076.7129445,10163541.9882812,16401.7962531493
1648,24,003,740303,24003740303,7403.03,Census Tract,G5020,S,4598685,0,+39.1182004,-076.6908605,7650363.16796875,13944.5773513832
1649,24,003,740603,24003740603,7406.03,Census Tract,G5020,S,47672576,124285,+39.0650690,-076.7566355,79418106.234375,51318.5654081476
1650,24,003,750400,24003750400,7504,Census Tract,G5020,S,3216388,0,+39.2050248,-076.6493720,5363888.41796875,11801.415400898
1651,24,003,706700,24003706700,7067,Census Tract,G5020,S,1395400,936996,+38.9852080,-076.4878325,3865711.46484375,9474.79923267409
1652,24,003,750900,24003750900,7509,Census Tract,G5020,S,2910021,0,+39.1668253,-076.6285625,4847739.921875,13168.4396395676
1653,24,003,730401,24003730401,7304.01,Census Tract,G5020,S,2205236,0,+39.1542757,-076.6314101,3672354.5078125,9850.14893313192
1654,24,003,750803,24003750803,7508.03,Census Tract,G5020,S,2271987,0,+39.1972717,-076.6244171,3788109.609375,10966.1511366382
1655,24,003,702601,24003702601,7026.01,Census Tract,G5020,S,6498387,3229062,+38.9388829,-076.5066358,16100559.9414062,19535.6436929578
1656,24,005,491401,24005491401,4914.01,Census Tract,G5020,S,1204565,0,+39.3774964,-076.5745584,2018666.20703125,5927.03040047454
1657,24,005,491600,24005491600,4916,Census Tract,G5020,S,875053,0,+39.3964395,-076.5600499,1467243.00390625,5848.20178279367
1658,24,005,491701,24005491701,4917.01,Census Tract,G5020,S,2988062,0,+39.4053469,-076.5453972,5011499.72265625,11869.0363092258
1659,24,005,491402,24005491402,4914.02,Census Tract,G5020,S,889527,0,+39.3784901,-076.5637188,1490746.96484375,5074.3061305875
1660,24,005,491500,24005491500,4915,Census Tract,G5020,S,1128581,0,+39.3862259,-076.5659298,1891800.515625,5693.44193770028
1661,24,031,700828,24031700828,7008.28,Census Tract,G5020,S,1266759,27320,+39.1085173,-077.2239047,2152272.7265625,7531.09705239415
1662,24,031,700832,24031700832,7008.32,Census Tract,G5020,S,1374320,984,+39.1700922,-077.2386096,2291298.05078125,7671.65115458464
1663,24,005,491900,24005491900,4919,Census Tract,G5020,S,1444644,0,+39.3949827,-076.5370708,2422202.62890625,7821.70305261998
1664,24,005,492101,24005492101,4921.01,Census Tract,G5020,S,1432402,0,+39.3844519,-076.5395780,2400959.859375,7263.59500712398
1665,24,005,492001,24005492001,4920.01,Census Tract,G5020,S,994531,0,+39.3909508,-076.5544496,1667318.42578125,6420.55046469704
1666,24,031,700721,24031700721,7007.21,Census Tract,G5020,S,410289,7882,+39.1632023,-077.2057470,696511.8671875,4161.67946062523
1667,24,031,701219,24031701219,7012.19,Census Tract,G5020,S,2250969,1538,+39.0593842,-077.1095765,3741338.22265625,12628.743077444
1668,24,031,706011,24031706011,7060.11,Census Tract,G5020,S,3798914,829,+39.0379466,-077.1759645,6307126.21484375,12900.7217226924
1669,24,031,706013,24031706013,7060.13,Census Tract,G5020,S,4126706,36841,+39.0095058,-077.1589988,6905378.70703125,14496.0408432698
1670,24,031,706012,24031706012,7060.12,Census Tract,G5020,S,2082169,40250,+39.0301126,-077.1523847,3521965.859375,9032.18128302691
1671,24,031,703218,24031703218,7032.18,Census Tract,G5020,S,611972,4362,+39.1071892,-077.0710240,1025009.328125,4572.8690981206
1672,24,031,701508,24031701508,7015.08,Census Tract,G5020,S,915142,389,+39.0453954,-076.9770714,1519941.11328125,6686.57648034571
1673,24,031,701423,24031701423,7014.23,Census Tract,G5020,S,1044573,21240,+39.0864582,-076.9382912,1771632.43359375,5351.39016593211
1674,24,031,703220,24031703220,7032.20,Census Tract,G5020,S,2206440,16023,+39.0960373,-077.0511748,3695179.03125,10578.9923665322
1675,24,031,704806,24031704806,7048.06,Census Tract,G5020,S,407573,0,+38.9906261,-077.0980578,675613.65625,3541.18556048076
1676,24,031,704803,24031704803,7048.03,Census Tract,G5020,S,609664,0,+38.9779198,-077.0964429,1010245.20703125,5341.32525917434
1677,24,001,001100,24001001100,11,Census Tract,G5020,S,781359,34137,+39.6510064,-078.7722271,1377376,7532.85410847049
1678,24,009,860701,24009860701,8607.01,Census Tract,G5020,S,32466765,5477678,+38.5439619,-076.6309766,62118991.2304688,38662.5381887732
1679,24,009,860502,24009860502,8605.02,Census Tract,G5020,S,19645732,5504754,+38.5792790,-076.5203131,41217942.8046875,42054.19241839
1680,24,009,860801,24009860801,8608.01,Census Tract,G5020,S,79231077,21662840,+38.4464607,-076.5381600,164730838.207031,55673.2320967082
1681,24,009,860200,24009860200,8602,Census Tract,G5020,S,46452682,1604885,+38.6758822,-076.6579871,78978189.9882812,53280.5311757786
1682,24,009,860600,24009860600,8606,Census Tract,G5020,S,54747415,4638019,+38.6160327,-076.6355421,97408179.71875,51994.9982751952
1683,24,009,860402,24009860402,8604.02,Census Tract,G5020,S,10639856,3333429,+38.6689117,-076.5420675,22955686.9335938,23774.1826252287
1684,24,009,860703,24009860703,8607.03,Census Tract,G5020,S,39012129,12791722,+38.4831446,-076.6074909,84684955.4882812,46135.3743148976
1685,24,009,860300,24009860300,8603,Census Tract,G5020,S,38448331,603095,+38.6629535,-076.5793751,64145500.4414062,45895.0163885547
1686,24,009,860702,24009860702,8607.02,Census Tract,G5020,S,24427034,81688,+38.5706394,-076.5778835,40140627.1328125,27822.7405148787
1687,24,009,860501,24009860501,8605.01,Census Tract,G5020,S,38985373,108084,+38.6032383,-076.5619789,64105281.8242188,39203.7489014568
1688,24,031,700834,24031700834,7008.34,Census Tract,G5020,S,1416858,3805,+39.1886162,-077.2317358,2368063.54296875,9154.03962514797
1689,24,031,701418,24031701418,7014.18,Census Tract,G5020,S,1204590,0,+39.0709656,-076.9467203,2001291.203125,6535.7692607185
1690,24,031,704805,24031704805,7048.05,Census Tract,G5020,S,309190,0,+38.9865015,-077.0933803,512471.765625,3546.34959230094
1691,24,031,701422,24031701422,7014.22,Census Tract,G5020,S,323524,0,+39.0829685,-076.9437971,537678.74609375,3033.73352513856
1692,24,019,970300,24019970300,9703,Census Tract,G5020,S,122401899,11797065,+38.5679194,-075.9440334,219858777.007812,91491.6105570072
1693,24,019,970500,24019970500,9705,Census Tract,G5020,S,2984021,0,+38.5718366,-076.0923067,4889162.84765625,10804.2838013302
1694,24,019,970200,24019970200,9702,Census Tract,G5020,S,120488910,5093502,+38.6455822,-075.8698959,206203885.1875,75407.7258133853
1695,24,019,970100,24019970100,9701,Census Tract,G5020,S,240966577,8562069,+38.5600597,-075.7977605,408705071.613281,116413.474293185
1696,24,019,970900,24019970900,9709,Census Tract,G5020,S,548174252,343599882,+38.3445398,-076.0240614,1451953154.62109,242598.508215063
1697,24,019,970600,24019970600,9706,Census Tract,G5020,S,21684136,19325,+38.5577702,-076.0969661,35540704.5859375,34111.8861457602
1698,24,033,801313,24033801313,8013.13,Census Tract,G5020,S,5332934,13666,+38.7458920,-076.9832014,8802195.0078125,15660.9251126358
1699,24,033,801215,24033801215,8012.15,Census Tract,G5020,S,6869303,27963,+38.7650152,-076.8483924,11361967.9648438,14765.6029221493
1700,24,033,801217,24033801217,8012.17,Census Tract,G5020,S,4048877,6648,+38.7651558,-076.8903620,6680359.04296875,14348.2342934429
1701,24,033,801210,24033801210,8012.10,Census Tract,G5020,S,5310881,54112,+38.7684717,-076.9235417,8838268.6640625,16244.2558932796
1702,24,033,801409,24033801409,8014.09,Census Tract,G5020,S,2885713,1062,+38.7901087,-076.9821766,4758122.6953125,13698.6611915214
1703,24,033,801907,24033801907,8019.07,Census Tract,G5020,S,4073761,7028,+38.8268937,-076.9358070,6734022.87890625,15236.4733403751
1704,24,033,805907,24033805907,8059.07,Census Tract,G5020,S,232734,0,+39.0048847,-076.9784818,385944.37109375,3369.41961397649
1705,24,033,805909,24033805909,8059.09,Census Tract,G5020,S,1174090,11608,+38.9777773,-076.9604189,1964752.57421875,8423.7004302405
1706,24,019,970400,24019970400,9704,Census Tract,G5020,S,4720205,6154656,+38.5704697,-076.0650829,17817628.46875,19812.7230759324
1707,24,033,801908,24033801908,8019.08,Census Tract,G5020,S,1590366,1853,+38.8436057,-076.9437961,2628574.2734375,8782.59185901694
1708,24,031,701509,24031701509,7015.09,Census Tract,G5020,S,4085037,0,+39.0331015,-076.9767518,6779625.875,12372.3661122177
1709,24,027,601204,24027601204,6012.04,Census Tract,G5020,S,6930120,18528,+39.1916970,-076.7426225,11584267.6132812,16579.8309516293
1710,24,027,605104,24027605104,6051.04,Census Tract,G5020,S,40532057,1027160,+39.2368836,-076.9735135,69371015.0976562,43864.3662850063
1711,24,027,605505,24027605505,6055.05,Census Tract,G5020,S,8560774,17517,+39.2064163,-076.9132713,14306652.4960938,18799.6300422981
1712,24,005,492401,24005492401,4924.01,Census Tract,G5020,S,1600179,9405,+39.3891702,-076.8180502,2698365.87890625,7942.33208966677
1713,24,027,601203,24027601203,6012.03,Census Tract,G5020,S,9156761,4381,+39.1784051,-076.7637098,15265592.4492188,18190.2825304511
1714,24,027,601103,24027601103,6011.03,Census Tract,G5020,S,4751124,18623,+39.2069909,-076.7716912,7954547.23046875,13551.7218106032
1715,24,027,606606,24027606606,6066.06,Census Tract,G5020,S,2381580,923,+39.2089041,-076.8102202,3973637.8515625,9898.23744504168
1716,24,027,601108,24027601108,6011.08,Census Tract,G5020,S,2639872,0,+39.2020103,-076.7863987,4402080.09375,11379.1108704952
1717,24,013,506101,24013506101,5061.01,Census Tract,G5020,S,46048621,54288,+39.6850998,-076.9351930,77925834.7578125,43537.9094340919
1718,24,013,505208,24013505208,5052.08,Census Tract,G5020,S,5559432,94304,+39.3747693,-076.9768098,9473653.72265625,14289.1385839528
1719,24,013,513001,24013513001,5130.01,Census Tract,G5020,S,10899714,45618,+39.3996850,-077.1400790,18354614.9648438,26249.7145516456
1720,24,013,507703,24013507703,5077.03,Census Tract,G5020,S,7507813,18298,+39.5710577,-077.0352208,12681562.1367188,14977.5543692622
1721,24,047,950000,24047950000,9500,Census Tract,G5020,S,2863226,4480587,+38.3535221,-075.0847427,11958579.96875,16396.6770111501
1722,24,047,950100,24047950100,9501,Census Tract,G5020,S,4262344,14745504,+38.4107064,-075.0713877,30988810.2851562,29003.5971840259
1723,24,027,602202,24027602202,6022.02,Census Tract,G5020,S,5862115,9662,+39.2856713,-076.8401195,9814904.13671875,13065.099429898
1724,24,027,605103,24027605103,6051.03,Census Tract,G5020,S,30375102,869272,+39.1922909,-076.9816911,52096131.6015625,32758.9649986378
1725,24,027,606907,24027606907,6069.07,Census Tract,G5020,S,4067755,0,+39.1210865,-076.8443057,6767672.38671875,14877.9871058731
1726,24,027,602201,24027602201,6022.01,Census Tract,G5020,S,4611548,6125,+39.2900228,-076.8721238,7719537.7890625,11332.8469857339
1727,24,025,301703,24025301703,3017.03,Census Tract,G5020,S,9828080,36033,+39.4545628,-076.2801886,16569363.2265625,19847.0190692428
1728,24,025,301108,24025301108,3011.08,Census Tract,G5020,S,5062508,5758,+39.4830868,-076.2910882,8519392.34765625,17278.635355927
1729,24,027,605504,24027605504,6055.04,Census Tract,G5020,S,2436477,7505,+39.1972313,-076.9277430,4074629.62109375,14113.8347027695
1730,24,510,120202,24510120202,1202.02,Census Tract,G5020,S,981794,0,+39.3286922,-076.6194426,1643055.62890625,5767.47034695205
1731,24,510,272005,24510272005,2720.05,Census Tract,G5020,S,927829,0,+39.3686872,-076.7010065,1554506.53125,5638.19368256678
1732,24,510,120201,24510120201,1202.01,Census Tract,G5020,S,348020,0,+39.3279849,-076.6118803,582410.3203125,3716.61402804455
1733,24,510,272004,24510272004,2720.04,Census Tract,G5020,S,708925,0,+39.3686120,-076.6890444,1187746.34765625,5346.02076901902
1734,24,013,505205,24013505205,5052.05,Census Tract,G5020,S,2614246,4516,+39.3844793,-076.9327976,4389613.734375,11188.6302886742
1735,24,047,950700,24047950700,9507,Census Tract,G5020,S,7994101,1500696,+38.4005656,-075.1782966,15482760.90625,18547.4480173723
1736,24,047,950600,24047950600,9506,Census Tract,G5020,S,3746738,2108933,+38.3908366,-075.1495179,9546954.1640625,16507.1651539039
1737,24,510,272006,24510272006,2720.06,Census Tract,G5020,S,736776,0,+39.3566463,-076.6965328,1233990.15234375,4932.71576210256
1738,24,510,280500,24510280500,2805,Census Tract,G5020,S,923979,0,+39.2951239,-076.6029382,1544831.484375,5214.82183460665
1739,24,031,700820,24031700820,7008.20,Census Tract,G5020,S,848980,843,+39.1446815,-077.2296841,1414777.7265625,5407.6227831829
1740,24,031,701218,24031701218,7012.18,Census Tract,G5020,S,725923,0,+39.0556800,-077.1197203,1205517.7265625,4834.84022651924
1741,24,025,304101,24025304101,3041.01,Census Tract,G5020,S,61350036,330745,+39.6393269,-076.4812076,104148210.152344,52573.8651492923
1742,24,025,303502,24025303502,3035.02,Census Tract,G5020,S,4909444,111328,+39.5352905,-076.3753954,8450909.33203125,16326.0425817539
1743,24,025,303501,24025303501,3035.01,Census Tract,G5020,S,8570461,29698,+39.5102735,-076.3435870,14467786.5429688,20691.8643003713
1744,24,025,303101,24025303101,3031.01,Census Tract,G5020,S,37114103,285184,+39.5886865,-076.3100076,63053469.1132812,43964.6631289764
1745,24,025,303102,24025303102,3031.02,Census Tract,G5020,S,20754106,138098,+39.5725819,-076.2636277,35213323.5664062,27301.8431699905
1746,24,025,303205,24025303205,3032.05,Census Tract,G5020,S,9080180,14650,+39.5662241,-076.4170063,15319451.1835938,21345.998418531
1747,24,025,303803,24025303803,3038.03,Census Tract,G5020,S,3183866,7202,+39.5449630,-076.3456761,5373200.46484375,10181.7306186456
1748,24,025,306500,24025306500,3065,Census Tract,G5020,S,152728392,175310342,+39.4170362,-076.1630480,549976307.582031,127287.247600083
1749,24,033,802106,24033802106,8021.06,Census Tract,G5020,S,1088352,0,+38.8403665,-076.8948117,1796538.55078125,5896.30487682207
1750,24,033,802407,24033802407,8024.07,Census Tract,G5020,S,1410133,929,+38.8593834,-076.9089053,2330483.2265625,7112.05077021805
1751,24,033,801408,24033801408,8014.08,Census Tract,G5020,S,2658399,0,+38.7998494,-076.9634017,4383262.94140625,11541.543478592
1752,24,033,801212,24033801212,8012.12,Census Tract,G5020,S,2704359,0,+38.7925306,-076.9156495,4458146.90625,11829.1477679057
1753,24,033,800108,24033800108,8001.08,Census Tract,G5020,S,916052,0,+39.0957097,-076.8603976,1522980.69140625,5351.63849010468
1754,24,033,804801,24033804801,8048.01,Census Tract,G5020,S,323158,0,+38.9445014,-076.9695724,534990.2109375,4001.29861058383
1755,24,033,805908,24033805908,8059.08,Census Tract,G5020,S,1016552,0,+38.9710564,-076.9551963,1684161.75,5463.78138014592
1756,24,037,875300,24037875300,8753,Census Tract,G5020,S,63058415,30322116,+38.2794434,-076.7687678,151739383.683594,56461.782193099
1757,24,031,705502,24031705502,7055.02,Census Tract,G5020,S,2648848,0,+38.9703808,-077.1018740,4388366.05859375,10996.4936748951
1758,24,031,705602,24031705602,7056.02,Census Tract,G5020,S,227053,0,+38.9644227,-077.0907661,376098.1796875,2795.90397044337
1759,24,047,980000,24047980000,9800,Census Tract,G5020,S,36014135,196708256,+38.0730711,-075.2477947,376689008.425781,184092.756813471
1760,24,047,950300,24047950300,9503,Census Tract,G5020,S,4783020,5071847,+38.4381184,-075.0664141,16085709.2890625,20088.2526721493
1761,24,037,875201,24037875201,8752.01,Census Tract,G5020,S,70160617,55823,+38.3761541,-076.7392077,114431317.867188,48830.9386540297
1762,24,037,876200,24037876200,8762,Census Tract,G5020,S,108831058,53487446,+38.1412313,-076.3794720,262809554.847656,77435.4415804274
1763,24,037,875000,24037875000,8750,Census Tract,G5020,S,54551478,9118384,+38.4522840,-076.7029290,103991356.992188,50265.6552070999
1764,24,037,875100,24037875100,8751,Census Tract,G5020,S,54085035,548546,+38.4678001,-076.7679538,89255103.296875,58466.6371422996
1765,24,037,875700,24037875700,8757,Census Tract,G5020,S,68615621,26906356,+38.3863201,-076.5641874,155693402.5,64996.3732646648
1766,24,017,850102,24017850102,8501.02,Census Tract,G5020,S,44701501,1435499,+38.5951955,-077.0937360,75641754.453125,46037.5753971884
1767,24,047,950400,24047950400,9504,Census Tract,G5020,S,8939953,7067970,+38.3545215,-075.1180880,26071168.8359375,22980.5429945076
1768,24,037,990000,24037990000,9900,Census Tract,G5020,S,0,825814201,+38.1089454,-076.4316213,1336016922.58203,306208.875634771
1769,24,005,400200,24005400200,4002,Census Tract,G5020,S,922683,0,+39.2736815,-076.7127755,1541729.7578125,6429.23831864157
1770,24,017,850713,24017850713,8507.13,Census Tract,G5020,S,25973666,13276,+38.6280827,-076.9892567,42638395.5507812,28754.7805976938
1771,24,017,850712,24017850712,8507.12,Census Tract,G5020,S,28318418,0,+38.5984332,-077.0367885,46432378.9296875,40514.1120978128
1772,24,017,850708,24017850708,8507.08,Census Tract,G5020,S,6043322,55120,+38.6477177,-076.9353838,10013231.75,18681.2324684983
1773,24,017,850709,24017850709,8507.09,Census Tract,G5020,S,5301400,1042,+38.6445370,-076.9006667,8705274.390625,15925.805129221
1774,24,017,850711,24017850711,8507.11,Census Tract,G5020,S,2985838,34092,+38.6269699,-076.9384389,4955519.41015625,12280.6309131903
1775,24,017,851301,24017851301,8513.01,Census Tract,G5020,S,111293642,3947883,+38.4480974,-076.8729416,188155213.34375,62718.9537491887
1776,24,017,990000,24017990000,9900,Census Tract,G5020,S,0,361333788,+38.3759374,-077.0841852,588850145.21875,288736.358061523
1777,24,037,875202,24037875202,8752.02,Census Tract,G5020,S,71074088,14998787,+38.3660018,-076.8073577,140234918.585938,56638.2621840356
1778,24,003,702209,24003702209,7022.09,Census Tract,G5020,S,2176676,0,+39.0209496,-076.6838414,3611223.12109375,7461.73243506322
1779,24,003,706302,24003706302,7063.02,Census Tract,G5020,S,1438607,974405,+38.9687794,-076.4822873,3997432.04296875,10164.6234827078
1780,24,003,731004,24003731004,7310.04,Census Tract,G5020,S,1862215,103850,+39.0488108,-076.4521535,3263907.05859375,9916.6539787855
1781,24,021,751802,24021751802,7518.02,Census Tract,G5020,S,65261083,101702,+39.4201331,-077.1883485,109675988.300781,53660.275532938
1782,24,021,740200,24021740200,7402,Census Tract,G5020,S,16732688,11730,+39.4923785,-077.3629588,28146631.65625,25589.0772198479
1783,24,021,750200,24021750200,7502,Census Tract,G5020,S,623428,0,+39.4157363,-077.4090222,1045907.5,4319.31416959373
1784,24,021,751600,24021751600,7516,Census Tract,G5020,S,89793800,91312,+39.5383021,-077.2206287,151325886.042969,65545.9909035431
1785,24,003,740701,24003740701,7407.01,Census Tract,G5020,S,2802172,0,+39.0696139,-076.7150188,4655319.5390625,12940.0601955465
1786,24,003,751400,24003751400,7514,Census Tract,G5020,S,10850595,0,+39.1491532,-076.6739339,18066787.1640625,20673.3837869777
1787,24,003,740305,24003740305,7403.05,Census Tract,G5020,S,3432304,0,+39.1063011,-076.7124403,5708065.23046875,11081.3817325631
1788,24,003,708004,24003708004,7080.04,Census Tract,G5020,S,68387875,1420872,+38.8010585,-076.6451073,115091791.347656,59337.4271146244
1789,24,003,708001,24003708001,7080.01,Census Tract,G5020,S,43396048,4437882,+38.7483483,-076.5739064,78763573.5585938,42345.1877907112
1790,24,003,702702,24003702702,7027.02,Census Tract,G5020,S,13392240,3831489,+39.0169711,-076.5514142,28571644.1210938,21978.6307014176
1791,24,003,702205,24003702205,7022.05,Census Tract,G5020,S,4638060,0,+39.0084143,-076.6922957,7692104.50390625,14065.8469008677
1792,24,003,731105,24003731105,7311.05,Census Tract,G5020,S,2726536,953327,+39.0688644,-076.5027325,6112473.06640625,13902.6513575157
1793,24,003,731003,24003731003,7310.03,Census Tract,G5020,S,3188432,1225329,+39.0442342,-076.4413282,7327438.13671875,14234.6678795824
1794,24,003,740304,24003740304,7403.04,Census Tract,G5020,S,6461136,0,+39.0898801,-076.6930797,10740172.9609375,16260.4370673093
1795,24,003,980000,24003980000,9800,Census Tract,G5020,S,12350868,0,+39.1757340,-076.6715840,20580239.8671875,20075.0513808846
1796,24,003,702208,24003702208,7022.08,Census Tract,G5020,S,4207283,0,+39.0316327,-076.6666917,6982215.953125,10498.5830064342
1797,24,003,751700,24003751700,7517,Census Tract,G5020,S,27736168,0,+39.0180009,-076.6333087,46012108.7890625,36630.586394731
1798,24,003,751200,24003751200,7512,Census Tract,G5020,S,25678154,95429,+39.1924169,-076.6953868,42966229.4453125,39787.9322134702
1799,24,003,751500,24003751500,7515,Census Tract,G5020,S,12784412,0,+39.0920737,-076.8005806,21252502.5234375,28577.0433069388
1800,24,021,765100,24021765100,7651,Census Tract,G5020,S,3345617,0,+39.4049463,-077.4251109,5611128.2890625,10736.7525192591
1801,24,021,773500,24021773500,7735,Census Tract,G5020,S,9310849,0,+39.4686515,-077.3453780,15644093.0742188,17748.5454811513
1802,24,021,752302,24021752302,7523.02,Census Tract,G5020,S,67312166,1204359,+39.3037786,-077.4542163,114577778.648438,63245.0461162604
1803,24,021,752303,24021752303,7523.03,Census Tract,G5020,S,42564965,2159505,+39.3099211,-077.4977232,74810789.0898438,57249.0345296185
1804,24,021,750504,24021750504,7505.04,Census Tract,G5020,S,2498044,465,+39.4246793,-077.4394695,4192681.6953125,8456.07006884376
1805,24,021,751002,24021751002,7510.02,Census Tract,G5020,S,2408441,0,+39.3835628,-077.4300066,4036870.26953125,9179.47429921853
