id,Latitude,Longitude,Pano_ID,Pano_Lat,Pano_Lon,Heading,Pitch,Roll,Date,Elevation
3469,39.29245526,-76.59331935,en0W0kb9cJkcM9TQl4fGig,39.29243517174716,-76.59332117319299,178.3122100830078,84.87332153320312,359.7735595703125,2014-10,
3469,39.29245526,-76.59331935,nSCSITnt52LUenT-GEaQEg,39.29210638093808,-76.59330292271235,177.9483337402344,82.79151916503906,1.747564673423767,,
3469,39.29245526,-76.59331935,X84maN12EbACnkgiOIvsEg,39.29261675907257,-76.59332893185064,8.233087539672852,93.906494140625,355.3558654785156,,
3469,39.29245526,-76.59331935,g9v4dPikvP6CLlr80HId0A,39.29212457018063,-76.59323415276191,265.2504577636719,85.19615173339844,356.1302490234375,,
3469,39.29245526,-76.59331935,zeb1NKda5y_qglsIxa7CuA,39.29213238086513,-76.59310251992042,267.3170471191406,86.98808288574219,359.4765930175781,,
3469,39.29245526,-76.59331935,9ZIdDkYILKiybDRWyOPBPw,39.29227459918424,-76.59331879269567,357.7243957519531,93.88016510009766,0.7261502146720886,,
3469,39.29245526,-76.59331935,TLUqxYudXmxvfndWo-5hrw,39.2921759688418,-76.59331244470258,351.0037536621094,94.20484924316406,0.2890129089355469,,
3469,39.29245526,-76.59331935,Utn_oyWYyFAvvJ8Ly2QFgw,39.29202548491634,-76.5932985143833,181.8981781005859,81.27002716064453,359.5937194824219,,
3469,39.29245526,-76.59331935,uma_k0FlHe83cxvmsF2IEg,39.29268257755919,-76.59376579641757,287.227294921875,89.42948913574219,356.1054382324219,,
3469,39.29245526,-76.59331935,O3p8n38AJmgeDjDsD7oJtg,39.29267796137077,-76.59360771421463,268.9233703613281,86.10774993896484,356.7468872070312,,
3469,39.29245526,-76.59331935,90N1E-xrMbrlEZaD5abweg,39.2926798588218,-76.59339082476187,269.1989135742188,85.93543243408203,356.9761352539062,,
3469,39.29245526,-76.59331935,4LhwAla5KPgpkAn9-RbcZQ,39.29267890902535,-76.59350059203085,268.8245239257812,86.0168228149414,356.9068908691406,,
3469,39.29245526,-76.59331935,CyprXQEo0AmOhRAosGcw_A,39.29268028729079,-76.59333254667962,269.2272033691406,85.96627807617188,356.8672180175781,,
3469,39.29245526,-76.59331935,wt6WaUk4jW_LbuTFwCfhVQ,39.29268098165743,-76.59321793010156,268.5630493164062,86.26713562011719,356.7909851074219,,
3469,39.29245526,-76.59331935,gtx8azTDI2_DfL1lYSapxA,39.29232734202668,-76.59381957782527,357.2734985351562,94.50968170166016,1.437692165374756,,
3469,39.29245526,-76.59331935,CGSxfTGMTVJ4jEmbVtD4Wg,39.29241616436982,-76.59382389797015,357.5305480957031,95.1417465209961,1.608843803405762,,
3469,39.29245526,-76.59331935,l5AiA2aCMTwZ8SjZVgzwJw,39.29250619039735,-76.59382786545001,357.6012268066406,94.57520294189453,1.857411026954651,,
3469,39.29245526,-76.59331935,0kEh-QVPVw1gL0rPPctcVQ,39.29253503639391,-76.5933274330191,357.7528381347656,92.75386810302734,0.294845312833786,,
3469,39.29245526,-76.59331935,oLkuva3tu-Fun6qkHj9y8A,39.29236865210928,-76.59332126135956,358.5148010253906,93.31592559814453,2.102374315261841,,
3469,39.29245526,-76.59331935,2pYsLYWY08xcslvEWL8Mng,39.29245160857506,-76.5933239945231,358.3481750488281,94.24468231201172,0.2475925534963608,,
5631,39.29416013,-76.58842479,B0RK-XMkTCqn-cjfm9YZmg,39.29419059620613,-76.58831868080135,267.0481872558594,88.37203216552734,1.311609625816345,2007-10,
5631,39.29416013,-76.58842479,TiWHj8MJ7KyiEkTLqEZI7w,39.29418852549241,-76.58841081842988,267.015380859375,90.82133483886719,1.525848388671875,2008-07,
5631,39.29416013,-76.58842479,OUYBhXrR12fJoC0TooiOGg,39.294154976744,-76.58840737980186,86.21080780029297,94.58848571777344,359.9707946777344,2009-08,
5631,39.29416013,-76.58842479,o0PeuoppYO0joL1P4O4dww,39.29419268427411,-76.58836717429831,119.7461471557617,92.59262084960938,2.03344202041626,2011-08,
5631,39.29416013,-76.58842479,YeFumtlkK-BJmaOFPbIQ3w,39.29416353065168,-76.58838136966394,88.43568420410156,92.19523620605469,358.9326477050781,2014-10,
5631,39.29416013,-76.58842479,6XkouprHtl7X2i3rTLa_fA,39.29415781924167,-76.58837510959607,88.39221954345703,91.75304412841797,0.09837432950735092,2017-10,
5631,39.29416013,-76.58842479,LYpMoAQHyNmfuV0iJJONNw,39.29415522576267,-76.5884008552254,87.70681762695312,90.65142059326172,359.5640258789062,2018-07,
5631,39.29416013,-76.58842479,CB9TLK3YmyTixTNd2i9hxg,39.29418883646684,-76.58837219998695,267.0145874023438,88.137451171875,1.012927055358887,2019-07,
5631,39.29416013,-76.58842479,pNuwTwAu7EoZMdY6l_ceEg,39.29415605273924,-76.58837863639492,86.1822509765625,91.36197662353516,359.69091796875,2020-10,
5631,39.29416013,-76.58842479,YxPaA1A8AtTNbAkBMLK3XQ,39.2941551457091,-76.58838419110289,86.77529907226562,92.26366424560547,359.6925354003906,,
5631,39.29416013,-76.58842479,8c5JnRwSYAQW-POZaqfHjA,39.29396986334016,-76.5888134899483,97.29544830322266,92.33878326416016,358.5692138671875,,
5631,39.29416013,-76.58842479,6ruJ-ghHMGybtvM1hhIAvA,39.2939539586002,-76.58871068407115,254.5613098144531,88.54344177246094,2.643079996109009,,
5631,39.29416013,-76.58842479,5PGfX0cSMRSZfB142CdPfA,39.29395717074622,-76.58858636467555,90.35364532470703,93.07882690429688,357.3140869140625,,
5631,39.29416013,-76.58842479,6uY6z7JBuPR83YTddMoaLw,39.29395748142866,-76.58847050947058,86.91647338867188,91.55099487304688,359.9107360839844,,
5631,39.29416013,-76.58842479,4EA-TBt-Fc-GhQBhpAYUfQ,39.29460193951411,-76.58845287548804,176.9133453369141,90.02079772949219,0.9106058478355408,,
5631,39.29416013,-76.58842479,aXTuexAylZ8pQMqWWtFkxw,39.29451066438283,-76.58844617457403,176.5690155029297,90.09535217285156,0.7141255140304565,,
5631,39.29416013,-76.58842479,BTz6Q7m0dMbPKyPmYdPqmQ,39.2944652568281,-76.58844379398609,177.3865966796875,90.12041473388672,0.9699559211730957,,
