id,Latitude,Longitude,Pano_ID,Pano_Lat,Pano_Lon,Heading,Pitch,Roll,Date,Elevation
3469,39.29245526,-76.59331935,en0W0kb9cJkcM9TQl4fGig,39.29243517174716,-76.59332117,178.3122100830078,84.87332153320312,359.7735595703125,10/1/14,
5631,39.29416013,-76.58842479,pNuwTwAu7EoZMdY6l_ceEg,39.29415605273924,-76.58837864,86.18225098,91.36197662353516,359.690918,10/1/20,
5632,39.29505983,-76.58848389,QaCoCj5Uv4-MnvGnzTSmKw,39.29507658119726,-76.58848823,176.7324219,88.98841094970703,1.264584422111511,6/1/22,
5633,39.29595992,-76.58853121,74Zgj7b3J5srJOAmbqUXnQ,39.29591595,-76.58853999,177.4545288085938,90.38951873779295,359.7548522949219,7/1/19,
5634,39.29685928,-76.58859799,ll4JcCaCmQYhgWQcxnl4qw,39.2968634,-76.58859985,357.3003845214844,91.58161163330078,359.9805603027344,10/1/20,
5635,39.29775917,-76.58865189,dXSTVqbk6QEAlG6T6o59CQ,39.29775812370966,-76.58864941,357.0417785644531,90.65722656,0.1987608373165131,10/1/20,
16993,39.29282603,-76.58923587,UuSixWgteqNeg2K2AnKa8g,39.29285170110378,-76.58922745,356.8221740722656,90.61730194091795,355.4483337402344,10/1/23,
16994,39.29287271,-76.58807806,Zffdqk_ieHnfVn69oXoJHQ,39.29286421317818,-76.58803548,265.8812561035156,86.38993835449219,359.0235290527344,7/1/19,
17045,39.29623085,-76.59400155,8Shc9LmDSeV2T7USKxWrcQ,39.29624292683174,-76.59403206,356.2307434082031,90.61777496,359.8168640136719,11/1/20,
19633,39.29253876,-76.58827799,AF1QipPDb2V3WaNUtxc88ZFx62M6W8fwCi23f5PE8_k3,39.29261638051425,-76.5882798,97.78949737548828,91.80817413330078,8.395098686218262,11/1/20,
23824,39.29531751,-76.59004077,r754Ea4yPjurl3noVE8n0A,39.29533835884828,-76.59001656,266.9987793,89.0612793,0.6949540972709656,4/1/23,
23825,39.29621728,-76.59009799,83UppLzxKlCe2RNbuEM_Cw,39.29625343297403,-76.5901049,177.0364227294922,89.49207305908203,0.9083130955696106,7/1/18,
24065,39.29256252,-76.59052299,W8mRLdgOqBYoquwpPq6oDA,39.29255243377448,-76.59051859,173.9991760253906,89.64006042480469,359.8670043945312,10/1/20,
24066,39.29346224,-76.5905813,T5jZWwB5ImUUW0vEOpWmqA,39.29342999521153,-76.59060253,167.6965484619141,88.76026916503906,0.6816262602806091,10/1/20,
