gs://baltimore_train_gsv/Ryutfzz40JBwaKhj1s9_og_fov90_180.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_fair,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_yes,streetlight_presence_no
gs://baltimore_train_gsv/tZ50HlO1Noc3S1H3-mrHxQ_fov90_90.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_yes,streetlight_presence_no
gs://baltimore_train_gsv/IpYOmWo8C4SFhZSdnLPHEg_fov90_90.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_no,streetlight_presence_no
gs://baltimore_train_gsv/SYNT22d_3Tm7drcINDgHlQ_fov90_0.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_yes,traffic_signs_yes,streetlight_presence_yes
gs://baltimore_train_gsv/VBGYabkgv-pRTo08l5NF_A_fov90_180.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_fair,presence_of_sidewalk_buffer_zone_yes,crosswalk_presence_no,traffic_signs_yes,streetlight_presence_yes
gs://baltimore_train_gsv/4V1SiVvliy-qHgXeo7jzHA_fov90_180.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_fair,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_no,streetlight_presence_no
gs://baltimore_train_gsv/md8omy5rJoed1Yv8zTQZJA_fov90_0.jpg,road_pavement_condition_good,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_yes,crosswalk_presence_yes,traffic_signs_yes,streetlight_presence_yes
gs://baltimore_train_gsv/tLkienZ34e9pkD07tCLOJw_fov90_270.jpg,road_pavement_condition_good,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_yes,crosswalk_presence_yes,traffic_signs_yes,streetlight_presence_yes
gs://baltimore_train_gsv/0hX5LpXPFhcvuJjCOIpTYw_fov90_0.jpg,road_pavement_condition_fair,presence_of_sidewalk_yes,sidewalk_condition_good,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_no,streetlight_presence_yes
gs://baltimore_train_gsv/h1BDWiT5AUUFc2s8eAqLSw_fov90_180.jpg,road_pavement_condition_fair,presence_of_sidewalk_no,sidewalk_condition_poor,presence_of_sidewalk_buffer_zone_no,crosswalk_presence_no,traffic_signs_yes,streetlight_presence_yes
